Datetime,neutrons,muons,gamma,integration_time(s),V_in(Volt),temperature_in(C),temperature_ext(C),ur(%),pressure(hPa)
2024-03-09 04:00:00,1835,7653,,3609,12,3.8,1.6,86.6,995.3
2024-03-09 05:00:00,1753,7570,,3608,12,3.6,1.2,87.6,994.8
2024-03-09 06:00:00,1809,7630,,3610,12,3.5,-0.1,91.8,994.3
2024-03-09 07:00:00,1742,7677,,3608,12,2.8,1.1,89.6,993.8
2024-03-09 08:00:00,1782,7745,,3608,12.1,3.6,2.8,85.5,993.7
2024-03-09 09:00:00,1797,7606,,3608,12.8,5.7,5.5,78.6,993.5
2024-03-09 10:00:00,1851,7214,,3609,14.4,9.5,7.9,70.2,993.1
2024-03-09 11:00:00,1829,7552,,3608,14.4,13.6,10,57.8,992.5
2024-03-09 12:00:00,1833,7357,,3608,13,15.8,10.4,55.4,992
2024-03-09 13:00:00,1809,7320,,3609,12.8,16.1,11.5,51.1,991.3
2024-03-09 14:00:00,1857,7339,,3608,12.8,16.8,11.9,48.9,990.9
2024-03-09 15:00:00,1817,7299,,3609,12.6,17.5,12.1,50.8,990.6
2024-03-09 16:00:00,1802,7217,,3608,12.8,17.2,11.8,52.4,989.9
2024-03-09 17:00:00,1822,7355,,3608,12.4,18,10.4,59.6,989.8
2024-03-09 18:00:00,1855,7271,,3609,12.2,14.6,8.7,69,989.5
2024-03-09 19:00:00,1811,7286,,3608,12.2,12.5,7.5,74.7,989.7
2024-03-09 20:00:00,1815,7598,,3609,12.2,11,6.6,78.8,989.6
2024-03-09 21:00:00,1794,7353,,3609,12.2,9.8,5.8,81.9,989.6
2024-03-09 22:00:00,1851,7597,,3608,12.2,8.7,5,84.9,989.5
2024-03-09 23:00:00,1766,7522,,3609,12.2,7.9,4.1,88,989.2
2024-03-10 00:00:00,1823,7856,,3607,12.2,7,3.1,92.2,989
2024-03-10 01:00:00,1838,7650,,3608,12.2,6,3.8,90.5,988.7
2024-03-10 02:00:00,1857,7483,,3610,12.1,5.8,3.8,90.5,988.4
2024-03-10 03:00:00,1846,7717,,3609,12.1,5.7,4.1,89.8,988.1
2024-03-10 04:00:00,1883,7712,,3608,12.1,5.6,4,89.7,987.7
2024-03-10 05:00:00,1897,7504,,3608,12.1,5.6,3.4,91.5,987.4
2024-03-10 06:00:00,1922,7671,,3609,12.1,5.4,2.8,92.3,987
2024-03-10 07:00:00,1882,7537,,3608,12.3,5.2,4.3,88,987
2024-03-10 08:00:00,1913,7484,,3608,12.4,7.3,5.1,87.1,986.7
2024-03-10 09:00:00,1847,7514,,3609,12.4,8.7,7.2,82.5,986.8
2024-03-10 10:00:00,1910,7325,,3608,12.4,10.2,8,79.6,986.8
2024-03-10 11:00:00,1893,7475,,3608,12.7,11.4,9.8,74.1,986.5
2024-03-10 12:00:00,1848,7528,,3608,12.6,13.9,10.8,70,986
2024-03-10 13:00:00,1913,7648,,3609,12.9,14.8,12.2,66.1,985.2
2024-03-10 14:00:00,1881,7440,,3608,12.7,16.4,12.3,65.4,985.3
2024-03-10 15:00:00,1934,7268,,3608,12.4,16.9,11.9,66.5,984.3
2024-03-10 16:00:00,1926,7551,,3609,12.2,15.6,11.6,67.8,984.4
2024-03-10 17:00:00,1935,7446,,3608,12.2,14.5,10.9,69.5,984
2024-03-10 18:00:00,1893,7566,,3608,12.2,13.7,10.1,72.2,984
2024-03-10 19:00:00,1901,7657,,3608,12.2,12.6,9,78.4,984.2
2024-03-10 20:00:00,1855,7570,,3608,12.2,11.7,8.4,80.9,983.7
2024-03-10 21:00:00,1840,7517,,3608,12.1,10.9,7.3,84.6,983.5
2024-03-10 22:00:00,1948,7788,,3609,12.1,10,6.8,86.8,983.4
2024-03-10 23:00:00,1831,7496,,3609,12.2,9.2,6.6,87.5,983
2024-03-11 00:00:00,1979,7417,,3609,12.1,8.9,5.5,92.1,983
2024-03-11 01:00:00,1888,7436,,3608,12.1,8,6.2,93.5,982.9
2024-03-11 02:00:00,1970,7713,,3608,12.1,7.9,6.7,91.5,983.1
2024-03-11 03:00:00,1940,7899,,3609,12.1,8.2,6.1,92.9,983.7
2024-03-11 04:00:00,1911,7714,,3608,12.1,8.1,6.1,92.3,983.8
2024-03-11 05:00:00,1965,7634,,3609,12.1,8.1,6.4,90.3,984.4
2024-03-11 06:00:00,1811,7444,,3609,12.1,8.1,7.4,86.9,985.1
2024-03-11 07:00:00,1943,7442,,3609,12.1,8.6,8.1,84.9,985.6
2024-03-11 08:00:00,1868,7181,,3608,12.5,9.4,10.1,75,986.9
2024-03-11 09:00:00,1828,7449,,3609,12.9,13.3,11.3,63.7,987.5
2024-03-11 10:00:00,1878,7443,,3608,14.4,15.7,12.4,59.8,988.5
2024-03-11 11:00:00,1866,7379,,3608,14.2,18.7,12.5,60.3,989.3
2024-03-11 12:00:00,1809,7032,,3609,14.4,19.1,13.1,55.3,989.9
2024-03-11 13:00:00,1868,6987,,3608,12.9,19.8,13.5,52.8,990
2024-03-11 14:00:00,1860,7032,,3609,12.7,18.7,14.3,50.6,990.2
2024-03-11 15:00:00,1782,7195,,3608,12.8,19.4,15.1,48.7,990.7
2024-03-11 16:00:00,1870,7371,,3608,12.5,20.5,14.3,48.3,990.9
2024-03-11 17:00:00,1833,7197,,3608,12.4,19.8,13,53.8,991.5
2024-03-11 18:00:00,1753,7076,,3620,12.3,17,10.9,62.9,992.1
2024-03-11 19:00:00,1857,7402,,3620,12.4,14.6,9.1,70.8,993
2024-03-11 20:00:00,1808,7278,,3608,12.3,12.8,8.1,76.2,993.4
2024-03-11 21:00:00,1810,7460,,3609,12.3,11.4,7.2,79.6,994.1
2024-03-11 22:00:00,1755,7497,,3608,12.2,10.3,6.7,82.2,994.8
2024-03-11 23:00:00,1723,7438,,3609,12.3,9.4,6,85,995.1
2024-03-12 00:00:00,1789,7300,,3608,12.3,8.7,5.4,86.4,995.3
2024-03-12 01:00:00,1825,7165,,3608,12.3,7.9,4.1,91.2,995.4
2024-03-12 02:00:00,1815,7450,,3608,12.3,6.8,3.5,92.7,995.8
2024-03-12 03:00:00,1776,7502,,3609,12.2,6.1,4.6,89.6,995.9
2024-03-12 04:00:00,1764,7635,,3609,12.2,6,3.1,93.1,996.1
2024-03-12 05:00:00,1776,7556,,3608,12.2,5.3,3.3,93.2,996.4
2024-03-12 06:00:00,1716,7639,,3609,12.2,5.1,2.3,95.5,996.9
2024-03-12 07:00:00,1829,7455,,3609,12.6,4.7,6.1,81.4,997.7
2024-03-12 08:00:00,1716,7398,,3608,12.8,7.3,8.3,71.4,998.1
2024-03-12 09:00:00,1772,7215,,3609,14.4,10.6,10.2,64.7,998.4
2024-03-12 10:00:00,1657,7228,,3609,14.4,14.3,12.1,58.9,998.7
2024-03-12 11:00:00,1656,7289,,3608,13.6,17.2,11.9,59.1,999
2024-03-12 12:00:00,1777,7333,,3608,14.4,17.5,12.6,56.3,999.3
2024-03-12 13:00:00,1738,7083,,3620,12.9,18.8,12.4,56.6,999.2
2024-03-12 14:00:00,1801,6949,,3608,12.8,18.7,12.2,60.1,999.3
2024-03-12 15:00:00,1696,6940,,3609,12.5,17.7,11.7,62,999.4
2024-03-12 16:00:00,1695,7173,,3609,12.5,16.3,11,66.6,999.8
2024-03-12 17:00:00,1731,7219,,3609,12.4,14.9,10.7,68.3,999.9
2024-03-12 18:00:00,1695,7130,,3608,12.4,13.9,10.5,69.6,1000.3
2024-03-12 19:00:00,1650,7233,,3609,12.4,13.3,10.2,71.3,1000.7
2024-03-12 20:00:00,1655,7258,,3609,12.3,12.8,9.7,74,1001
2024-03-12 21:00:00,1726,7236,,3609,12.4,12.2,9.5,73.7,1001.2
2024-03-12 22:00:00,1676,7088,,3608,12.3,11.9,9.1,76.2,1001.4
2024-03-12 23:00:00,1716,7294,,3608,12.3,11.6,8.8,78.5,1001.5
2024-03-13 00:00:00,1744,7011,,3609,12.3,11.3,8.5,79.8,1001.6
2024-03-13 01:00:00,1726,7169,,3609,12.3,11,8,82.4,1001.6
2024-03-13 02:00:00,1721,7217,,3608,12.3,10.6,7.4,84.1,1001.5
2024-03-13 03:00:00,1646,7313,,3608,12.3,10.1,6.6,86,1001.3
2024-03-13 04:00:00,1640,7169,,3609,12.2,9.2,5.4,91.1,1001.3
2024-03-13 05:00:00,1657,7317,,3609,12.2,8.2,5.4,90.7,1001.2
2024-03-13 06:00:00,1657,7264,,3608,12.2,7.9,4.9,92.4,1001.3
2024-03-13 07:00:00,1639,7333,,3608,12.4,7.3,7.7,79.8,1001.4
2024-03-13 08:00:00,1686,7164,,3608,12.9,9.9,9.1,73.5,1002
2024-03-13 09:00:00,1726,7256,,3609,14.4,12.9,9.7,70.6,1002.2
2024-03-13 10:00:00,1696,7032,,3608,14.3,15.1,11.3,64.9,1002.4
2024-03-13 11:00:00,1736,7085,,3609,14.4,17.4,12,59.2,1002.3
2024-03-13 12:00:00,1722,7563,,3608,12.8,18.7,12,59.8,1002.4
2024-03-13 13:00:00,1790,7183,,3609,13.3,17.1,11.9,60.4,1001.8
2024-03-13 14:00:00,1696,7094,,3608,12.9,17.4,12.2,57.2,1001.7
2024-03-13 15:00:00,1673,6968,,3609,12.8,17.9,12.9,54.8,1001.3
2024-03-13 16:00:00,1744,7088,,3609,12.5,18.3,12.2,58.2,1000.9
2024-03-13 17:00:00,1685,7102,,3608,12.4,16,11.9,60.4,1001
2024-03-13 18:00:00,1651,7134,,3608,12.4,15.1,11.5,63.4,1001
2024-03-13 19:00:00,1705,7284,,3607,12.4,14.3,11.2,66.3,1001.2
2024-03-13 20:00:00,1724,7086,,3609,12.4,13.7,11.1,67.6,1001.5
2024-03-13 21:00:00,1711,7105,,3608,12.4,13.4,10.8,72.1,1001.7
2024-03-13 22:00:00,1717,7300,,3609,12.3,13.2,10.6,80.6,1001.7
2024-03-13 23:00:00,1622,7322,,3608,12.3,13.1,9.7,88.5,1001.6
2024-03-14 00:00:00,1706,7083,,3608,12.3,12.7,9.3,92.7,1001.7
2024-03-14 01:00:00,1662,6850,,3609,12.3,12.3,9,94.6,1001.6
2024-03-14 02:00:00,1658,7317,,3608,12.3,12,9,95.5,1001.4
2024-03-14 03:00:00,1719,7215,,3608,12.3,11.8,9.1,96.3,1001.1
2024-03-14 04:00:00,1703,7300,,3609,12.3,11.6,9.3,96.3,1000.8
2024-03-14 05:00:00,1695,7296,,3608,12.2,11.6,9.3,97,1000.7
2024-03-14 06:00:00,1673,7177,,3609,12.2,11.6,9.4,96.5,1000.6
2024-03-14 07:00:00,1604,7217,,3608,12.2,11.6,9.9,96.2,1000.7
2024-03-14 08:00:00,1662,7212,,3608,12.2,12.4,10.5,93.3,1000.7
2024-03-14 09:00:00,1674,7094,,3609,12.2,13,11.2,92.1,1001.1
2024-03-14 10:00:00,1722,7023,,3609,12.3,13.8,11.9,87.9,1001.4
2024-03-14 11:00:00,1670,7150,,3609,12.3,14.6,12.5,85.5,1001.3
2024-03-14 12:00:00,1701,7044,,3608,12.3,15.4,13.2,81.7,1001
2024-03-14 13:00:00,1674,7002,,3609,12.3,16.5,14,78.2,1000.7
2024-03-14 14:00:00,1661,7178,,3609,12.3,17.4,14.7,67.9,1000.2
2024-03-14 15:00:00,1712,7054,,3608,12.2,18,14.8,66.4,999.6
2024-03-14 16:00:00,1721,6864,,3608,12.2,18,14.6,67.4,999
2024-03-14 17:00:00,1746,6911,,3609,12.2,17.9,14.1,66.8,998.6
2024-03-14 18:00:00,1716,7186,,3608,12.2,16.7,12,75.5,998.2
2024-03-14 19:00:00,1696,7093,,3608,12.2,14.8,10.6,81,997.9
2024-03-14 20:00:00,1711,7175,,3608,12.2,13.3,9.9,83.8,998.1
2024-03-14 21:00:00,1747,7114,,3609,12.2,12.1,9.7,84,997.9
2024-03-14 22:00:00,1726,7170,,3608,12.2,11.4,9.6,84.9,997.4
2024-03-14 23:00:00,1707,7071,,3608,12.2,11.2,9,87.6,997.3
2024-03-15 00:00:00,1697,7227,,3609,12.2,10.6,8.2,90.5,997
2024-03-15 01:00:00,1773,7356,,3608,12.1,10.1,8,90.6,996.6
2024-03-15 02:00:00,1806,7363,,3609,12.2,9.6,7.7,91.5,996.2
2024-03-15 03:00:00,1815,7302,,3609,12.2,9.2,8.2,89.4,995.8
2024-03-15 04:00:00,1714,7183,,3608,12.2,9.3,8.1,89.4,995.5
2024-03-15 05:00:00,1782,7038,,3610,12.1,9.2,8.4,88.2,995.4
2024-03-15 06:00:00,1772,7342,,3607,12.2,9.4,9.1,86.5,995.2
2024-03-15 07:00:00,1766,7120,,3609,12.2,9.8,10.1,83.7,995.3
2024-03-15 08:00:00,1720,7316,,3608,12.5,11.3,11.6,79.3,995.4
2024-03-15 09:00:00,1741,7369,,3608,13.2,13.8,14,70.5,995.5
2024-03-15 10:00:00,1764,7155,,3609,14.4,18,16.9,59.7,995.5
2024-03-15 11:00:00,1714,7055,,3608,14.4,22,17.5,58.1,995.2
2024-03-15 12:00:00,1766,7100,,3609,13,23.1,18.4,54.8,995.5
2024-03-15 13:00:00,1752,6918,,3608,12.5,23.3,17.4,58.9,995.1
2024-03-15 14:00:00,1791,6958,,3608,12.6,21,18.2,56.5,995
2024-03-15 15:00:00,1725,6957,,3608,12.4,22.3,17.3,57.6,995.2
2024-03-15 16:00:00,1757,7040,,3609,12.4,20.7,17,60.4,995.2
2024-03-15 17:00:00,1791,7159,,3609,12.4,19.9,16.1,62,995
2024-03-15 18:00:00,1772,6721,,3608,12.4,18.8,14.9,68.6,995.3
2024-03-15 19:00:00,1691,6822,,3608,12.4,17.6,13.7,72.6,995.6
2024-03-15 20:00:00,1720,6883,,3608,12.3,16.4,13.3,73.1,995.9
2024-03-15 21:00:00,1740,7220,,3609,12.4,15.5,12.6,74.5,996.2
2024-03-15 22:00:00,1692,7043,,3608,12.4,14.8,12.3,76.9,996.5
2024-03-15 23:00:00,1685,7132,,3608,12.3,14.3,11,82.4,996.5
2024-03-16 00:00:00,1804,6892,,3609,12.4,13.2,10.9,82.5,996.5
2024-03-16 01:00:00,1764,7158,,3609,12.3,13.2,11.2,80.2,996.2
2024-03-16 02:00:00,1744,7368,,3608,12.3,13,11.1,80.9,996.3
2024-03-16 03:00:00,1822,7071,,3609,12.3,13,11.1,79.6,996.2
2024-03-16 04:00:00,1759,7191,,3608,12.3,13,10.8,76.1,996.7
2024-03-16 05:00:00,1744,7045,,3609,12.3,12.5,8.8,83.5,996.8
2024-03-16 06:00:00,1830,7057,,3607,12.3,11.2,9.6,80.4,996.9
2024-03-16 07:00:00,1689,7284,,3609,12.2,11.6,10.9,77.5,997.2
2024-03-16 08:00:00,1735,7162,,3608,12.5,12.8,12.4,72.9,997.7
2024-03-16 09:00:00,1773,7085,,3608,12.5,14.7,13.5,68.2,998.1
2024-03-16 11:00:00,1691,6837,,3608,12.5,17.1,13,74.3,998.6
2024-03-16 12:00:00,1759,7145,,3608,12.4,17,13.7,66,998.9
2024-03-16 13:00:00,1715,7124,,3609,12.5,17.1,13.8,69.1,999
2024-03-16 14:00:00,1640,7137,,3608,12.3,17.9,8.9,91.5,999.1
2024-03-16 15:00:00,1647,6969,,3609,12.3,14.3,9.5,81.9,1000.7
2024-03-16 16:00:00,1667,6805,,3609,12.6,13.5,9.7,70.6,1001.7
2024-03-16 17:00:00,1699,7026,,3608,12.5,14.6,9.3,65.3,1002.7
2024-03-16 18:00:00,1660,7122,,3608,12.3,14,8.5,65.3,1003.6
2024-03-16 19:00:00,1703,7203,,3609,12.2,12.1,8,61.3,1004.6
2024-03-16 20:00:00,1612,6787,,3609,12.2,10.9,7.4,63.3,1005.5
2024-03-16 21:00:00,1626,7133,,3608,12.2,10,6.7,66.8,1006.2
2024-03-16 22:00:00,1659,7302,,3608,12.2,9.2,6.4,71.5,1006.7
2024-03-16 23:00:00,1609,7186,,3608,12.2,8.6,5.9,74,1007.3
2024-03-17 00:00:00,1644,7376,,3608,12.2,8.1,5.5,75.5,1007.6
2024-03-17 01:00:00,1691,6843,,3609,12.2,7.6,5.1,76.4,1008.2
2024-03-17 02:00:00,1633,7285,,3608,12.2,7.1,4.3,78.9,1008.4
2024-03-17 03:00:00,1679,7301,,3608,12.2,6.2,4.2,78.6,1008.6
2024-03-17 04:00:00,1670,6988,,3609,12.1,6,3.8,79.6,1008.4
2024-03-17 05:00:00,1653,7257,,3608,12.2,5.7,3.3,80.6,1008.3
2024-03-17 06:00:00,1614,7403,,3609,12.1,5.2,2.9,82.5,1008.5
2024-03-17 07:00:00,1590,7184,,3609,12.1,4.8,3.8,79.8,1008.7
2024-03-17 08:00:00,1644,7357,,3608,12.9,5.4,5.3,74.9,1009.2
2024-03-17 09:00:00,1594,7035,,3609,12.7,9.7,6.4,73.3,1009.6
2024-03-17 10:00:00,1578,7040,,3608,13.6,10.9,7.9,68.9,1009.7
2024-03-17 11:00:00,1561,6961,,3608,13.1,13.6,8.6,57.8,1009.4
2024-03-17 12:00:00,1568,7208,,3609,12.9,15.2,8.8,59.5,1009.2
2024-03-17 13:00:00,1579,7127,,3608,14.4,14.6,9.7,57.2,1009
2024-03-17 14:00:00,1715,6973,,3609,13.3,15.4,10.6,51.7,1008.8
2024-03-17 15:00:00,1705,6914,,3608,12.8,16.6,11.3,47.2,1008.3
2024-03-17 16:00:00,1615,6806,,3609,13.4,16.6,10.6,50.6,1008
2024-03-17 17:00:00,1643,6841,,3608,12.7,15.9,10.4,53.8,1007.5
2024-03-17 18:00:00,1626,7177,,3609,12.5,16.4,8.3,60,1007.3
2024-03-17 19:00:00,1664,6943,,3609,12.5,12.9,6.6,66.8,1007.1
2024-03-17 20:00:00,1665,7199,,3608,12.4,10.6,4.9,75.2,1007
2024-03-17 21:00:00,1637,7297,,3608,12.4,8.7,4.1,76.1,1007.1
2024-03-17 22:00:00,1617,7395,,3608,12.3,7.4,3.8,76,1007
2024-03-17 23:00:00,1730,7315,,3609,12.4,6.4,4,72.2,1006.9
2024-03-18 00:00:00,1663,7334,,3609,12.4,6.1,4.1,69.8,1006.5
2024-03-18 01:00:00,1727,7327,,3609,12.3,6.1,3.3,73,1006.4
2024-03-18 02:00:00,1657,7138,,3619,12.3,5.8,2.6,76.4,1006.3
2024-03-18 03:00:00,1728,7414,,3608,12.3,5.5,2.3,77.8,1006
2024-03-18 04:00:00,1724,7275,,3608,12.3,5.3,1.7,80.6,1005.5
2024-03-18 05:00:00,1750,7494,,3620,12.3,4.9,0.9,83.4,1005
2024-03-18 06:00:00,1607,7274,,3608,12.3,4.2,0.3,85.8,1004.8
2024-03-18 07:00:00,1650,7276,,3609,12.3,3.6,0.8,83.4,1004.5
2024-03-18 08:00:00,1605,7231,,3608,13,4.1,3.1,74.8,1004.6
2024-03-18 09:00:00,1708,7269,,3609,13.4,7.9,5.3,68.8,1004.3
2024-03-18 10:00:00,1711,7191,,3608,14.4,10.1,6.4,63.5,1004
2024-03-18 11:00:00,1720,7026,,3609,14.4,12.1,7.1,60.4,1004
2024-03-18 12:00:00,1682,7121,,3608,14.4,13.9,7.8,53,1003.5
2024-03-18 13:00:00,1680,7179,,3609,14.4,14.1,9,47.7,1003.4
2024-03-18 14:00:00,1731,6969,,3608,14.4,14.7,9.3,52.8,1003.3
2024-03-18 15:00:00,1736,6954,,3609,13.1,15.4,9.3,51.5,1002.8
2024-03-18 16:00:00,1778,7197,,3608,12.8,15.1,8.8,52.7,1002.8
2024-03-18 17:00:00,1714,7093,,3609,12.5,14.2,8.3,50.5,1002.8
2024-03-18 18:00:00,1629,7131,,3608,12.5,12.6,7.2,54.1,1002.7
2024-03-18 19:00:00,1702,7219,,3608,12.5,11.1,5.8,58.3,1003.3
2024-03-18 20:00:00,1613,7053,,3608,12.5,9.2,4.4,63.3,1003.8
2024-03-18 21:00:00,1711,7261,,3609,12.5,8,3,67.7,1004.3
2024-03-18 22:00:00,1720,7058,,3608,12.5,6.5,3,64.9,1004.7
2024-03-18 23:00:00,1755,7359,,3609,12.4,5.7,1.9,70,1004.8
2024-03-19 00:00:00,1676,7107,,3608,12.4,5,1.4,74.7,1005
2024-03-19 01:00:00,1726,7619,,3609,12.4,4.5,0.6,78.9,1005.2
2024-03-19 02:00:00,1717,7273,,3608,12.3,3.9,0.1,80.9,1005.3
2024-03-19 03:00:00,1739,7436,,3608,12.3,3.3,,82.2,1005.3
2024-03-19 04:00:00,1670,7475,,3608,12.3,3,0.5,81,1005.1
2024-03-19 05:00:00,1695,7427,,3609,12.3,3.4,-0.1,83.7,1005.3
2024-03-19 06:00:00,1656,7218,,3608,12.3,2.8,-0.4,84.6,1005.5
2024-03-19 07:00:00,1642,7516,,3609,12.4,2.3,0.8,79.3,1005.4
2024-03-19 08:00:00,1684,7491,,3608,13.2,3.8,3,70.7,1005.7
2024-03-19 09:00:00,1712,7216,,3609,13.3,7.6,5.4,60.1,1006.2
2024-03-19 10:00:00,1649,7078,,3608,14.4,10.5,6.8,56.1,1006.5
2024-03-19 11:00:00,1686,7211,,3608,14.4,12.6,8.4,52,1006.7
2024-03-19 12:00:00,1719,7248,,3609,14.4,15.1,9.7,45.7,1006.8
2024-03-19 13:00:00,1704,6953,,3609,14.4,15.5,10.9,37.3,1006.5
2024-03-19 14:00:00,1700,6766,,3608,13.3,16.3,11.9,35.6,1006.2
2024-03-19 15:00:00,1671,6808,,3608,13,17.3,12.6,35.1,1005.9
2024-03-19 16:00:00,1707,6953,,3608,13.2,17.8,12.9,35.5,1005.8
2024-03-19 17:00:00,1687,6940,,3609,12.6,18.5,11.7,40.1,1005.7
2024-03-19 18:00:00,1694,6886,,3609,12.5,16.1,10.7,44.3,1005.4
2024-03-19 19:00:00,1684,6885,,3608,12.5,14.3,9.1,49.1,1005.4
2024-03-19 20:00:00,1601,6897,,3608,12.5,12.7,7.6,52.5,1006.2
2024-03-19 21:00:00,1628,7232,,3608,12.4,11.1,7.8,47.4,1006.3
2024-03-19 22:00:00,1678,7082,,3608,12.5,10.3,5.3,58.5,1006.4
2024-03-19 23:00:00,1719,7199,,3608,12.4,8.7,4.5,60.6,1006.3
2024-03-20 00:00:00,1676,7271,,3609,12.4,7.4,3.7,63.8,1006
2024-03-20 01:00:00,1642,6916,,3609,12.4,6.5,3.3,65.1,1005.8
2024-03-20 02:00:00,1739,7258,,3608,12.4,5.8,3.6,65.5,1005.7
2024-03-20 03:00:00,1683,7271,,3609,12.4,5.5,2.9,72.8,1005.3
2024-03-20 04:00:00,1706,7663,,3608,12.4,5.1,2.5,78.2,1004.9
2024-03-20 05:00:00,1724,7481,,3608,12.3,4.5,2.2,82.1,1004.9
2024-03-20 06:00:00,1596,7127,,3608,12.3,4.2,2.3,84.2,1005.1
2024-03-20 07:00:00,1598,7236,,3609,12.3,4,5.2,75.1,1005.2
2024-03-20 08:00:00,1674,7202,,3609,13,5.8,7.9,69.2,1005.5
2024-03-20 09:00:00,1624,6797,,3608,13.3,10.2,10.1,62.5,1005.8
2024-03-20 10:00:00,1667,7044,,3608,13.2,13.5,12.2,55.7,1006.1
2024-03-20 11:00:00,1595,6857,,3608,14.4,16.2,14.5,51.4,1006.1
2024-03-20 12:00:00,1641,6804,,3609,14.4,19.1,15.3,49.7,1005.9
2024-03-20 13:00:00,1691,6717,,3608,14.3,20.6,16.5,48.3,1005.5
2024-03-20 14:00:00,1693,6569,,3609,13.4,21.5,16.9,42.9,1005.2
2024-03-20 15:00:00,1772,6732,,3608,13.2,21.7,17.3,43.4,1005
2024-03-20 16:00:00,1617,7067,,3609,12.8,22.3,16.8,44.6,1004.8
2024-03-20 17:00:00,1616,6900,,3608,12.6,21.4,16.5,44.5,1004.4
2024-03-20 18:00:00,1644,6956,,3609,12.5,19.9,14.5,54.8,1004.2
2024-03-20 19:00:00,1616,6880,,3608,12.5,17.8,11.7,65.1,1004.3
2024-03-20 20:00:00,1644,6745,,3608,12.5,15.4,10.3,69.8,1004.5
2024-03-20 21:00:00,1742,6971,,3608,12.5,13.7,10.8,64.5,1004.8
2024-03-20 22:00:00,1658,7014,,3609,12.5,12.7,9.7,68.2,1004.7
2024-03-20 23:00:00,1719,6872,,3609,12.5,11.8,9.5,69.3,1004.5
2024-03-21 00:00:00,1677,6929,,3608,12.4,11.5,8.6,73.8,1004.6
2024-03-21 01:00:00,1679,7042,,3609,12.5,10.9,7.8,78.2,1004.3
2024-03-21 02:00:00,1652,6924,,3609,12.4,10.2,7.6,80.8,1003.9
2024-03-21 03:00:00,1722,7135,,3608,12.4,9.7,7.8,82.1,1003.6
2024-03-21 04:00:00,1640,7240,,3608,12.4,9.6,8,81.9,1003.3
2024-03-21 05:00:00,1575,6954,,3608,12.4,9.7,8.3,81.6,1003.1
2024-03-21 06:00:00,1672,7096,,3609,12.3,9.9,8.6,81.4,1003
2024-03-21 07:00:00,1661,7165,,3608,12.4,10,9.1,79.9,1002.9
2024-03-21 08:00:00,1633,6941,,3610,12.4,10.9,10.4,75.7,1002.9
2024-03-21 09:00:00,1632,7165,,3608,12.3,12.4,11.8,70.5,1003.1
2024-03-21 10:00:00,1601,7121,,3608,12.5,13.7,12.8,69.2,1003.1
2024-03-21 10:00:00,1601,7121,,3608,12.5,13.7,12.8,69.2,1003.1
2024-03-21 11:00:00,1684,7162,,3608,12.5,15.8,12.3,74.9,1004.1
2024-03-21 12:00:00,1701,6941,,3609,12.8,16,11.9,83.7,1004.2
2024-03-21 13:00:00,1591,6640,,3608,12.8,16.3,13.5,75.6,1004.7
2024-03-21 14:00:00,1661,6937,,3609,12.4,17.8,13.1,76.2,1005
2024-03-21 15:00:00,1587,6920,,3608,12.4,16.1,10.8,87.1,1005.2
2024-03-21 16:00:00,1674,6942,,3608,12.3,14.7,10.4,79.1,1005.5
2024-03-21 17:00:00,1625,6887,,3609,12.3,14.3,10.1,79,1006
2024-03-21 18:00:00,1602,6935,,3608,12.3,14,9.4,80.1,1006.7
2024-03-21 19:00:00,1598,6939,,3609,12.3,12.8,9.5,78.6,1007.1
2024-03-21 20:00:00,1649,6762,,3608,12.4,12.3,9.4,77.5,1007.8
2024-03-21 21:00:00,1559,6808,,3608,12.3,12.1,9,78.7,1008
2024-03-21 22:00:00,1596,6860,,3609,12.3,11.7,8.8,79.3,1008.3
2024-03-21 23:00:00,1686,7061,,3609,12.3,11.4,8.7,79.1,1008.6
2024-03-22 00:00:00,1526,6955,,3608,12.3,11.1,7.2,85.4,1008.3
2024-03-22 01:00:00,1613,7225,,3609,12.3,10,6.7,87.2,1007.6
2024-03-22 02:00:00,1676,7234,,3609,12.3,9,5.9,90.3,1007.4
2024-03-22 03:00:00,1606,7218,,3608,12.3,8.2,6.7,88.4,1006.7
2024-03-22 04:00:00,1674,6847,,3608,12.3,8.4,7,86.3,1005.9
2024-03-22 05:00:00,1621,6965,,3608,12.3,8.7,7.2,83.7,1005.3
2024-03-22 06:00:00,1615,7099,,3608,12.3,9,7.1,83.5,1004.6
2024-03-22 07:00:00,1640,6731,,3620,12.2,9.1,8,79.5,1004
2024-03-22 08:00:00,1724,7186,,3608,12.3,9.9,9.4,73.8,1003.8
2024-03-22 09:00:00,1662,6791,,3608,12.4,11.6,10.4,71.8,1003.1
2024-03-22 10:00:00,1643,7007,,3608,12.7,13.6,12.2,66.4,1003.1
2024-03-22 11:00:00,1716,6904,,3609,12.7,15.7,13.7,62,1002
2024-03-22 12:00:00,1713,6845,,3608,12.9,17.4,15.1,60.2,1001.6
2024-03-22 13:00:00,1669,6930,,3609,12.8,19.2,15.6,59.5,1000.9
2024-03-22 14:00:00,1697,6951,,3608,12.9,20,16.2,58.8,999.9
2024-03-22 15:00:00,1644,6989,,3609,12.7,20.5,16.3,57.3,999.1
2024-03-22 16:00:00,1674,6825,,3608,12.5,20.3,15.2,65.7,998.4
2024-03-22 17:00:00,1674,7002,,3609,12.4,18.5,14.2,73.8,997.9
